w-2	w-1	w	log2prob	suprisal	entropy	word_lp
raad	die	ten	-11.1895	11.1895	4.63501	2335.54
die	ten	haatte	-19.9069	19.9069	4.52159	983039
ten	haatte	puber	-18.2765	18.2765	4.14856	317530
haatte	puber	bazin	-21.0093	21.0093	5.64959	2.11E+06
puber	bazin	de	-5.08746	5.08746	3.93689	34
bazin	de	einde	-12.7553	12.7553	0	6914.14
de	einde	kwade	-16.544	16.544	0	95555.1
einde	kwade	de	-9.55267	9.55267	6.97384	751
kwade	de	was	-8.47549	8.47549	0	355.94
_	_	voor	-13.3903	13.3903	8.87044	10737.3
_	voor	ging	-11.598	11.598	5.11367	3099.86
voor	ging	verzamelen	-15.4208	15.4208	2.83524	43864.2
ging	verzamelen	Richard	-15.0806	15.0806	4.41376	34650.8
verzamelen	Richard	dieren	-13.5979	13.5979	6.73016	12398.4
Richard	dieren	oudere	-14.4407	14.4407	7.04692	22238
dieren	oudere	geld	-11.6027	11.6027	7.96446	3109.94
oudere	geld	de	-8.44952	8.44952	7.29921	349.591
geld	de	hen	-11.7412	11.7412	5.77167	3423.26
de	hen	die	-7.08274	7.08274	5.0374	135.556
hen	die	verzorgde	-17.3997	17.3997	6.86744	172920
_	_	de	-11.4389	11.4389	8.87044	2776.18
_	de	die	-7.08274	7.08274	9.61911	135.556
de	die	pijn	-13.8742	13.8742	4.01949	15016.1
die	pijn	week	-11.4721	11.4721	5.20638	2840.93
pijn	week	kreeg	-9.92396	9.92396	7.95626	971.423
week	kreeg	bangerik	-24.0967	24.0967	2.69637	1.79E+07
kreeg	bangerik	de	-4.48102	4.48102	2	22.3316
bangerik	de	inschakelde	-22.9268	22.9268	13.2606	7.97E+06
de	inschakelde	heftige	-16.7001	16.7001	2.50326	106472
inschakelde	heftige	vorige	-12.7024	12.7024	7.66916	6664.98
heftige	vorige	tandarts	-17.1838	17.1838	5.41619	148884
vorige	tandarts	zielige	-18.1137	18.1137	6.18194	283644
_	_	gewonde	-17.7304	17.7304	8.87044	217460
_	gewonde	de	-4.48102	4.48102	5.8016	22.3316
gewonde	de	die	-16.2581	16.2581	13.2606	78376.6
de	die	kreeg	-12.2696	12.2696	4.01949	4937.52
die	kreeg	afgelopen	-11.9695	11.9695	4.00434	4010.39
kreeg	afgelopen	vele	-12.0402	12.0402	2.92193	4211.87
afgelopen	vele	inschakelde	-22.9268	22.9268	1	7.97E+06
vele	inschakelde	maand	-12.8203	12.8203	2.50326	7232.6
inschakelde	maand	paragnost	-20.9268	20.9268	7.47236	1.99E+06
maand	paragnost	complicaties	-17.5231	17.5231	4.21813	188351
paragnost	complicaties	bekende	-13.4085	13.4085	5.39565	10873
complicaties	bekende	een	-10.3663	10.3663	9.91946	1320
_	_	heftige	-16.7001	16.7001	8.87044	106472
_	heftige	beter	-11.4332	11.4332	7.66916	2765.28
heftige	beter	had	-8.57604	8.57604	7.59481	381.632
beter	had	een	-5.57909	5.57909	3.30259	47.805
had	een	van	-8.01029	8.01029	9.32458	257.833
een	van	mijn	-5.84215	5.84215	2.23558	57.3672
van	mijn	is	-6.31192	6.31192	9.66073	79.4472
mijn	is	buurman	-16.0226	16.0226	3.54659	66569.5
is	buurman	psychose	-18.5889	18.5889	1	394296
buurman	psychose	zus	-15.2934	15.2934	4.9969	40157.7
psychose	zus	de	-7.99597	7.99597	6.33864	255.286
zus	de	die	-7.08274	7.08274	2.80735	135.556
_	_	keek	-14.2837	14.2837	8.87044	19944.9
_	keek	gebruikte	-14.6538	14.6538	5.97834	25776.5
keek	gebruikte	ik	-6.01668	6.01668	8.06699	64.7442
gebruikte	ik	grote	-10.4222	10.4222	4.70488	1372.12
ik	grote	naar	-8.27957	8.27957	4.4404	310.742
grote	naar	voor	-7.05463	7.05463	0	132.94
naar	voor	het	-5.04439	5.04439	5.2485	33
voor	het	broer	-14.2536	14.2536	10.1559	19532.4
het	broer	takken	-16.5193	16.5193	0	93929.1
broer	takken	die	-5.3295	5.3295	5.39041	40.2105
takken	die	mijn	-4.24793	4.24793	4.0374	19
die	mijn	de	-4.48102	4.48102	6.96045	22.3316
mijn	de	vuur	-14.3473	14.3473	0.790767	20842.8
_	_	heeft	-14.416	14.416	8.87044	21860.3
_	heeft	die	-7.3837	7.3837	4.62719	167
heeft	die	liep	-13.4864	13.4864	8.57743	11476.4
die	liep	gered	-15.2853	15.2853	2.66096	39934.3
liep	gered	ervaren	-13.751	13.751	4.18294	13787.1
gered	ervaren	de	-6.04831	6.04831	6.16978	66.1795
ervaren	de	bange	-18.5118	18.5118	4.03899	373760
de	bange	daar	-9.95936	9.95936	3.80776	995.559
bange	daar	agent	-15.2678	15.2678	8.52851	39451.3
daar	agent	toerist	-16.9546	16.9546	6.1747	127012
agent	toerist	de	-7.55714	7.55714	5.7417	188.333
_	_	die	-13.4733	13.4733	8.87044	11372.8
_	die	zijn	-5.52804	5.52804	7.64358	46.1429
die	zijn	rondleiden	-22.0967	22.0967	9.48068	4.49E+06
zijn	rondleiden	de	-4.48102	4.48102	2.8994	22.3316
rondleiden	de	ervaren	-15.0458	15.0458	13.2606	33825.7
de	ervaren	gehaaid	-21.8488	21.8488	6.33033	3.78E+06
ervaren	gehaaid	kopers	-17.3056	17.3056	1.16354	161991
gehaaid	kopers	nieuwe	-10.1728	10.1728	6.19158	1154.27
kopers	nieuwe	makelaars	-18.947	18.947	11.5319	505365
nieuwe	makelaars	de	-7.14975	7.14975	5.13349	142
_	_	dat	-12.3925	12.3925	8.87044	5376.55
_	dat	een	-8.41151	8.41151	6.33018	340.5
dat	een	ik	-14.1152	14.1152	10.7743	17746
een	ik	gerst	-19.6704	19.6704	4.53267	834440
ik	gerst	biertje	-16.5969	16.5969	2.68435	99118.6
gerst	biertje	was	-8.47549	8.47549	5.681	355.94
biertje	was	nam	-16.6212	16.6212	7.71877	100805
was	nam	gemaakt	-11.1977	11.1977	1	2348.84
nam	gemaakt	lekker	-14.8989	14.8989	4.85016	30551
gemaakt	lekker	van	-5.27407	5.27407	0	38.6949
_	_	eigenaar	-19.2148	19.2148	8.87044	608446
_	eigenaar	eerste	-10.1513	10.1513	1.25163	1137.2
eigenaar	eerste	de	-6.67398	6.67398	9.79005	102.11
eerste	de	die	-7.08274	7.08274	5.10524	135.556
de	die	oudere	-14.4407	14.4407	4.01949	22238
die	oudere	knipoogde	-22.7748	22.7748	4.24793	7.18E+06
oudere	knipoogde	de	-4.48102	4.48102	2.16096	22.3316
knipoogde	de	van	-12.9014	12.9014	13.2606	7651.05
de	van	ontving	-15.8547	15.8547	6.67422	59258.4
van	ontving	bezoekers	-14.0259	14.0259	5.54069	16681
ontving	bezoekers	broer	-14.2536	14.2536	6.09967	19532.4
bezoekers	broer	de	-5.25817	5.25817	6.51188	38.2708
_	_	die	-13.4733	13.4733	8.87044	11372.8
_	die	mijn	-9.56826	9.56826	7.64358	759.16
die	mijn	verhuizen	-16.2171	16.2171	6.96045	76180.3
mijn	verhuizen	maakt	-9.87958	9.87958	4.35158	942
verhuizen	maakt	gaat	-9.67384	9.67384	0	816.803
maakt	gaat	jam	-18.947	18.947	2.52164	505365
gaat	jam	tante	-16.6393	16.6393	4.26103	102079
jam	tante	bramen	-20.6373	20.6373	7.25009	1.63E+06
tante	bramen	verse	-16.2497	16.2497	4.24843	77917.3
bramen	verse	van	-8.84706	8.84706	7.89148	460.5
verse	van	heerlijke	-15.1734	15.1734	1	36952.6
_	_	had	-16.5143	16.5143	8.87044	93607.1
_	had	de	-4.48102	4.48102	3.93133	22.3316
had	de	die	-7.08274	7.08274	9.5613	135.556
de	die	haar	-9.50781	9.50781	4.01949	728.007
die	haar	dief	-17.8393	17.8393	8.18624	234516
haar	dief	gestolen	-14.9661	14.9661	5.14723	32008
dief	gestolen	vluchtte	-17.9368	17.9368	5.13453	250916
gestolen	vluchtte	jonge	-13.0221	13.0221	4.27949	8318.29
vluchtte	jonge	paspoort	-15.7381	15.7381	8.58624	54654.9
jonge	paspoort	nieuwe	-10.1728	10.1728	6.12837	1154.27
_	_	verkoper	-21.7997	21.7997	8.87044	3.65E+06
_	verkoper	de	-4.48102	4.48102	0	22.3316
verkoper	de	geld	-11.6027	11.6027	4.08746	3109.94
de	geld	veel	-9.45114	9.45114	2.28104	699.966
geld	veel	aanprees	-21.8488	21.8488	2.9183	3.78E+06
veel	aanprees	telefoon	-14.3773	14.3773	0.879506	21281.7
aanprees	telefoon	verdiende	-16.6332	16.6332	6.71365	101646
telefoon	verdiende	moderne	-13.829	13.829	6.07527	14553.2
verdiende	moderne	die	-12.2677	12.2677	9.05132	4931
moderne	die	de	-4.48102	4.48102	0	22.3316
_	_	die	-13.4733	13.4733	8.87044	11372.8
_	die	van	-5.52804	5.52804	7.64358	46.1429
die	van	er	-7.75998	7.75998	7.56021	216.764
van	er	blessure	-17.713	17.713	4.99603	214856
er	blessure	weinig	-11.8007	11.8007	5.58318	3567.4
blessure	weinig	orthopeed	-20.2894	20.2894	9.36634	1.28E+06
weinig	orthopeed	de	-4.48102	4.48102	4.85228	22.3316
orthopeed	de	behandelt	-21.6157	21.6157	13.2606	3.21E+06
de	behandelt	heeft	-8.20096	8.20096	5.49721	294.262
behandelt	heeft	benul	-18.8113	18.8113	8.33438	460012
heeft	benul	de	-4.48102	4.48102	3.6424	22.3316
_	_	advocaat	-21.7997	21.7997	8.87044	3.65E+06
_	advocaat	mannelijke	-15.8206	15.8206	0	57872.5
advocaat	mannelijke	de	-10.2761	10.2761	7.90614	1240
mannelijke	de	een	-5.57909	5.57909	0	47.805
de	een	de	-5.77592	5.77592	5.08689	54.7931
een	de	brief	-12.9768	12.9768	6.05806	8061.32
de	brief	secretaresse	-18.3418	18.3418	5.17127	332231
brief	secretaresse	adviseert	-16.544	16.544	5.29927	95555.1
secretaresse	adviseert	beambte	-20.3154	20.3154	5.8236	1.30E+06
adviseert	beambte	de	-4.48102	4.48102	4.4074	22.3316
beambte	de	geeft	-21.6157	21.6157	13.2606	3.21E+06
de	geeft	die	-7.08274	7.08274	0	135.556
_	_	komt	-15.5329	15.5329	8.87044	47411.4
_	komt	oude	-11.8661	11.8661	3.57243	3732.93
komt	oude	de	-13.2306	13.2306	10.7159	9612
oude	de	uitlegt	-18.3485	18.3485	1	333776
de	uitlegt	man	-10.9595	10.9595	3.94635	1991.34
uitlegt	man	morgen	-13.6106	13.6106	7.08406	12508.6
man	morgen	dromen	-15.2559	15.2559	7.44952	39128.6
morgen	dromen	wijze	-12.3793	12.3793	5.60512	5327.53
dromen	wijze	die	-6.66218	6.66218	7.21262	101.278
wijze	die	ieders	-17.0226	17.0226	6.19729	133139
_	_	heeft	-14.416	14.416	8.87044	21860.3
_	heeft	onderwijst	-20.1898	20.1898	4.62719	1.20E+06
heeft	onderwijst	aardige	-15.6527	15.6527	4.39199	51516.1
onderwijst	aardige	maandag	-12.9608	12.9608	8.23894	7972.66
aardige	maandag	docent	-15.4802	15.4802	6.62962	45708.2
maandag	docent	de	-6.80919	6.80919	6.79531	112.143
docent	de	die	-7.08274	7.08274	3.80735	135.556
de	die	dag	-4.35755	4.35755	4.01949	20.5
die	dag	een	-3.19052	3.19052	6.77168	9.12941
dag	een	de	-4.48102	4.48102	7.48948	22.3316
een	de	scholier	-17.6291	17.6291	6.05806	202717
de	scholier	vrije	-13.447	13.447	3	11167.4
_	_	mag	-17.3403	17.3403	8.87044	165940
_	mag	ligt	-11.7026	11.7026	2.7499	3332.96
mag	ligt	lenen	-16.144	16.144	6.26356	72413.6
ligt	lenen	pyjama	-19.5889	19.5889	4.84373	788592
lenen	pyjama	kast	-15.2702	15.2702	5.25845	39516.4
pyjama	kast	groene	-14.5855	14.5855	6.15331	24584.4
kast	groene	die	-11.5113	11.5113	8.97835	2919
groene	die	de	-4.48102	4.48102	0	22.3316
die	de	je	-7.7431	7.7431	11.2996	214.243
de	je	in	-4.58496	4.58496	4.50163	24
je	in	zijden	-16.5421	16.5421	5.83824	95428
in	zijden	mijn	-9.56826	9.56826	0.918296	759.16
_	_	mooie	-17.2762	17.2762	8.87044	158725
_	mooie	jaloers	-17.128	17.128	4.34965	143237
mooie	jaloers	dit	-8.78197	8.78197	4.0566	440.187
jaloers	dit	is	-5.20262	5.20262	9.09407	36.8252
dit	is	kleine	-11.881	11.881	6.69138	3771.58
is	kleine	wil	-10.0668	10.0668	2	1072.51
kleine	wil	die	-7.08274	7.08274	0	135.556
wil	die	ook	-7.86419	7.86419	6.55812	233
die	ook	nichtje	-17.902	17.902	7.37304	244921
ook	nichtje	potlood	-18.4243	18.4243	4.49774	351774
nichtje	potlood	mijn	-7.67243	7.67243	5.61774	204
_	_	mensen	-16.2762	16.2762	8.87044	79362.5
_	mensen	alleen	-10.1187	10.1187	4.71354	1111.83
mensen	alleen	wilde	-12.2615	12.2615	3.50239	4909.82
alleen	wilde	van	-5.27407	5.27407	3	38.6949
wilde	van	mogen	-12.1442	12.1442	4.33333	4526.42
van	mogen	verstand	-14.8084	14.8084	4.08955	28693.3
mogen	verstand	honden	-14.9112	14.9112	5.58844	30812.3
verstand	honden	houden	-9.18549	9.18549	6.88461	582.25
honden	houden	hebben	-8.65474	8.65474	1.5	403.03
houden	hebben	pitbulls	-22.5118	22.5118	2.96338	5.98E+06
hebben	pitbulls	die	-3.58496	3.58496	3.18872	12
_	_	een	-12.198	12.198	8.87044	4698.43
_	een	alleen	-10.1187	10.1187	8.3925	1111.83
een	alleen	krijgt	-11.8024	11.8024	3.57782	3571.66
alleen	krijgt	taaie	-19.108	19.108	3	565054
krijgt	taaie	de	-4.48102	4.48102	5.63405	22.3316
taaie	de	een	-10.9818	10.9818	13.2606	2022.3
de	een	op	-5.82655	5.82655	5.08689	56.75
een	op	doorzet	-19.4102	19.4102	5.33604	696717
op	doorzet	rij	-14.4261	14.4261	3.56281	22012.8
doorzet	rij	die	-5.34873	5.34873	6.81918	40.75
rij	die	plekje	-15.7524	15.7524	1.24158	55201.4
die	plekje	echte	-12.8931	12.8931	5.55579	7606.73
plekje	echte	eerste	-12.2037	12.2037	10.7736	4717
_	_	opjaagt	-22.3963	22.3963	8.87044	5.52E+06
_	opjaagt	van	-5.27407	5.27407	2.04584	38.6949
opjaagt	van	die	-7.13798	7.13798	8.52984	140.846
van	die	wild	-13.6846	13.6846	11.0645	13167
die	wild	de	-4.48102	4.48102	3.16993	22.3316
wild	de	hondje	-17.5692	17.5692	1.58496	194477
de	hondje	mijn	-9.56826	9.56826	6.51675	759.16
hondje	mijn	is	-12.828	12.828	10.5833	7271.38
mijn	is	jonge	-13.0221	13.0221	3.54659	8318.29
is	jonge	duiven	-16.5193	16.5193	1	93929.1
jonge	duiven	buurman	-16.0226	16.0226	5.19424	66569.5
duiven	buurman	het	-7.75087	7.75087	6.83791	215.4
buurman	het	dikke	-14.4968	14.4968	2.32193	23119.2
_	_	die	-13.4733	13.4733	8.87044	11372.8
_	die	door	-6.75043	6.75043	7.64358	107.667
die	door	gebeuren	-13.2411	13.2411	6.1955	9681.85
door	gebeuren	bochten	-17.3586	17.3586	0	168061
gebeuren	bochten	veel	-8.73809	8.73809	5.94404	427
bochten	veel	Griekenland	-14.9243	14.9243	0	31092.7
veel	Griekenland	ongelukken	-16.8775	16.8775	5.86438	120406
Griekenland	ongelukken	in	-5.41181	5.41181	5.40222	42.5714
ongelukken	in	scherpe	-15.9205	15.9205	2.63846	62024.1
in	scherpe	voorkomen	-12.7742	12.7742	3.10188	7005.26
scherpe	voorkomen	heel	-12.3224	12.3224	3.6817	5121.5
_	_	kunstacademie	-20.4243	20.4243	8.87044	1.41E+06
_	kunstacademie	mag	-11.2319	11.2319	4.5692	2405.13
kunstacademie	mag	maakt	-11.3696	11.3696	7.47524	2645.99
mag	maakt	dinsdag	-13.1987	13.1987	6.71704	9401.53
maakt	dinsdag	tekeningen	-16.2034	16.2034	6.61398	75459.4
dinsdag	tekeningen	vrouw	-11.647	11.647	5.48907	3206.95
tekeningen	vrouw	die	-4.08553	4.08553	7.23617	16.9772
vrouw	die	de	-5.07873	5.07873	6.92278	33.7949
die	de	naar	-14.586	14.586	11.2996	24593
de	naar	prachtige	-13.6159	13.6159	4.31298	12554.6
naar	prachtige	vanaf	-12.0205	12.0205	1.58496	4154.57
prachtige	vanaf	de	-2.51334	2.51334	6.93639	5.70942
_	_	keek	-14.2837	14.2837	8.87044	19944.9
_	keek	in	-3.77956	3.77956	5.97834	13.7328
keek	in	die	-7.03342	7.03342	0.831414	131
in	die	de	-10.1093	10.1093	8.05085	1104.62
die	de	verbaasd	-15.5402	15.5402	11.2996	47650.6
de	verbaasd	prullenbak	-17.983	17.983	0	259068
verbaasd	prullenbak	moeder	-12.621	12.621	5.00573	6299.32
prullenbak	moeder	naar	-7.8609	7.8609	7.17304	232.469
moeder	naar	biscuitjes	-24.0967	24.0967	3.70346	1.79E+07
naar	biscuitjes	Sonja	-16.983	16.983	1.5	129534
biscuitjes	Sonja	overige	-14.3945	14.3945	4.52888	21537.2
Sonja	overige	gooide	-16.4547	16.4547	9.79397	89814.6
overige	gooide	de	-1.90734	1.90734	4.84659	3.75117
_	_	politieagent	-17.4493	17.4493	8.87044	178957
_	politieagent	agressieve	-16.8995	16.8995	5.05528	122252
politieagent	agressieve	de	-4.48102	4.48102	7.02132	22.3316
agressieve	de	die	-16.2581	16.2581	13.2606	78376.6
de	die	hardhandig	-18.748	18.748	4.01949	440257
die	hardhandig	peetoom	-22.5118	22.5118	5.44378	5.98E+06
hardhandig	peetoom	gaat	-9.67384	9.67384	3.25163	816.803
peetoom	gaat	werk	-14.8379	14.8379	7.47885	29285.3
gaat	werk	de	-4.48102	4.48102	0	22.3316
werk	de	arresteert	-18.897	18.897	6.12837	488176
de	arresteert	te	-6.59774	6.59774	2.19608	96.8543
_	_	naakte	-17.897	17.897	8.87044	244088
_	naakte	de	-4.48102	4.48102	6.34215	22.3316
naakte	de	gearresteerd	-19.2938	19.2938	13.2606	642688
de	gearresteerd	agent	-15.2678	15.2678	3.57832	39451.3
gearresteerd	agent	had	-4.38599	4.38599	6.1747	20.908
agent	had	die	-7.08274	7.08274	1.62424	135.556
had	die	de	-6.80305	6.80305	7.03134	111.667
die	de	was	-12.001	12.001	11.2996	4098.83
de	was	snelste	-17.6129	17.6129	5.89202	200452
was	snelste	kraker	-20.2387	20.2387	0	1.24E+06
snelste	kraker	de	-4.48102	4.48102	5.12299	22.3316
_	_	vermoeide	-19.1542	19.1542	8.87044	583430
_	vermoeide	weten	-11.0873	11.0873	6.0182	2175.79
vermoeide	weten	de	-5.98967	5.98967	5.62082	63.5434
weten	de	wil	-9.01959	9.01959	7.51553	519
de	wil	interviewt	-19.3418	19.3418	3.53141	664462
wil	interviewt	ballerina	-21.8488	21.8488	3.87719	3.78E+06
interviewt	ballerina	de	-4.24793	4.24793	3.93214	19
ballerina	de	die	-7.08274	7.08274	0	135.556
de	die	reporter	-18.3418	18.3418	4.01949	332231
die	reporter	veel	-9.45114	9.45114	0	699.966
_	_	voor	-13.3903	13.3903	8.87044	10737.3
_	voor	is	-6.31192	6.31192	5.11367	79.4472
voor	is	dochter	-13.5614	13.5614	4.15835	12089.3
is	dochter	moeder	-12.621	12.621	1.5	6299.32
dochter	moeder	dekens	-18.0855	18.0855	7.17304	278147
moeder	dekens	die	-5.20387	5.20387	4.80145	36.8571
dekens	die	kansloos	-17.2958	17.2958	2.80735	160901
die	kansloos	extra	-12.3683	12.3683	0	5287.1
kansloos	extra	haar	-13.7285	13.7285	10.1155	13573
extra	haar	de	-4.48102	4.48102	0	22.3316
haar	de	vraagt	-13.1612	13.1612	7.68857	9160.31
_	_	wachtende	-19.7217	19.7217	8.87044	864601
_	wachtende	de	-4.48102	4.48102	5.50819	22.3316
wachtende	de	wegstuurt	-24.0967	24.0967	13.2606	1.79E+07
de	wegstuurt	wil	-10.0668	10.0668	2	1072.51
wegstuurt	wil	te	-9.09918	9.09918	7.98216	548.434
wil	te	de	-4.48102	4.48102	5.29184	22.3316
te	de	niet	-7.1071	7.1071	3.58496	137.864
de	niet	beroemdheid	-18.9987	18.9987	7.59079	523809
niet	beroemdheid	reporter	-18.3418	18.3418	3.33812	332231
beroemdheid	reporter	politie	-11.424	11.424	4.65814	2747.6
reporter	politie	de	-6.28033	6.28033	6.64703	77.7262
politie	de	staan	-10.9231	10.9231	4.63015	1941.66
de	staan	die	-7.08274	7.08274	1	135.556
staan	die	woord	-12.0454	12.0454	6.92209	4227.01
_	_	zit	-17.8928	17.8928	8.87044	243378
_	zit	die	-7.08274	7.08274	3.5899	135.556
zit	die	het	-6.82018	6.82018	6.27173	113
die	het	is	-7.41028	7.41028	10.0295	170.105
het	is	wraak	-16.6373	16.6373	7.48639	101934
is	wraak	clown	-18.2141	18.2141	2.25163	304076
wraak	clown	terras	-15.5402	15.5402	4.52445	47650.6
clown	terras	zonnige	-16.9987	16.9987	5.77554	130952
terras	zonnige	uit	-8.44226	8.44226	6.03187	347.835
zonnige	uit	op	-6.64314	6.64314	7.29251	99.9506
uit	op	de	-2.90794	2.90794	6.07522	7.50545
op	de	op	-12.6134	12.6134	11.4403	6266.35
_	_	heeft	-14.416	14.416	8.87044	21860.3
_	heeft	oude	-11.8661	11.8661	4.62719	3732.93
heeft	oude	geen	-9.05198	9.05198	2.32193	530.783
oude	geen	haar	-9.70489	9.70489	11.4559	834.568
geen	haar	die	-7.08274	7.08274	2.32118	135.556
haar	die	moeder	-12.621	12.621	5.26439	6299.32
die	moeder	auto	-12.2967	12.2967	3.77562	5031.33
moeder	auto	passende	-16.1719	16.1719	7.54714	73829.1
auto	passende	verkoopt	-15.9974	15.9974	7.82987	65416.5
passende	verkoopt	trekhaak	-20.2387	20.2387	6.19799	1.24E+06
verkoopt	trekhaak	mijn	-9.56826	9.56826	4.45844	759.16
_	_	die	-13.4733	13.4733	8.87044	11372.8
_	die	besteld	-16.6558	16.6558	7.64358	103254
die	besteld	propellor	-24.0967	24.0967	2	1.79E+07
besteld	propellor	mechanicus	-26.0967	26.0967	1.5	7.18E+07
propellor	mechanicus	de	-4.48102	4.48102	0	22.3316
mechanicus	de	door	-9.5621	9.5621	13.2606	755.926
de	door	de	-1.89498	1.89498	5.79724	3.71916
door	de	was	-15.9322	15.9322	11.8416	62526
de	was	nieuwe	-10.1728	10.1728	5.89202	1154.27
was	nieuwe	rood	-14.7403	14.7403	1	27369.1
nieuwe	rood	was	-7.35645	7.35645	6.82029	163.875
_	_	last	-20.7997	20.7997	8.87044	1.83E+06
_	last	die	-7.08274	7.08274	1	135.556
last	die	ontstoken	-18.482	18.482	4.17512	366132
die	ontstoken	van	-5.27407	5.27407	5.59609	38.6949
ontstoken	van	heeft	-12.5699	12.5699	8.52984	6080.4
van	heeft	verpleegster	-18.7217	18.7217	4.75397	432300
heeft	verpleegster	zieke	-15.7425	15.7425	5.70938	54821.9
verpleegster	zieke	de	-8.35425	8.35425	6.99099	327.25
zieke	de	verzorgt	-16.3756	16.3756	2	85025.9
de	verzorgt	pukkels	-22.2894	22.2894	5.52044	5.13E+06
verzorgt	pukkels	de	-4.48102	4.48102	2.98523	22.3316
_	_	dat	-12.3925	12.3925	8.87044	5376.55
_	dat	indrukte	-23.0967	23.0967	6.33018	8.97E+06
dat	indrukte	de	-4.48102	4.48102	2.40564	22.3316
indrukte	de	berispte	-22.2894	22.2894	13.2606	5.13E+06
de	berispte	gammele	-19.8873	19.8873	3.52164	969755
berispte	gammele	het	-5.47942	5.47942	6.04729	44.6138
gammele	het	juf	-17.4747	17.4747	11.8089	182137
het	juf	jongetje	-15.9205	15.9205	6.50907	62024.1
juf	jongetje	drukknop	-22.1898	22.1898	5.56446	4.78E+06
jongetje	drukknop	de		0		
_	_	stal	-16.2622	16.2622	8.87044	78600.1
_	stal	verbaasde	-17.5498	17.5498	5.99177	191877
stal	verbaasde	de	-5.96193	5.96193	4.9066	62.3333
verbaasde	de	huis	-11.6605	11.6605	2.58496	3237.18
de	huis	in	-5.85295	5.85295	2.69011	57.798
huis	in	kostbaarheden	-20.2141	20.2141	5.31036	1.22E+06
in	kostbaarheden	had	-9.86669	9.86669	4.51325	933.621
kostbaarheden	had	overvaller	-18.3825	18.3825	8.18359	341723
had	overvaller	buurman	-16.0226	16.0226	3.73287	66569.5
overvaller	buurman	alle	-10.1732	10.1732	6.83791	1154.62
buurman	alle	die	-11.3386	11.3386	11.0704	2589.67
alle	die	de	-4.48102	4.48102	4.58496	22.3316
_	_	belegde	-19.6704	19.6704	8.87044	834440
_	belegde	ligt	-11.7026	11.7026	4.43246	3332.96
belegde	ligt	aanrecht	-18.897	18.897	6.26356	488176
ligt	aanrecht	bolletje	-18.7044	18.7044	5.17081	427154
aanrecht	bolletje	is	-7.39232	7.39232	4.51588	168
bolletje	is	bruine	-16.2813	16.2813	0	79646.9
is	bruine	op	-6.68674	6.68674	7.40205	103.017
bruine	op	het	-3.32903	3.32903	7.49367	10.0494
op	het	vers	-16.0809	16.0809	9.92278	69317
het	vers	dat	-6.02237	6.02237	5.32976	65
vers	dat	het	-5.47942	5.47942	2.80735	44.6138
_	_	ging	-18.0993	18.0993	8.87044	280821
_	ging	meer	-8.88918	8.88918	3.54659	474.145
ging	meer	zat	-12.8762	12.8762	1.84386	7518.27
meer	zat	Margriet	-17.6169	17.6169	1.92193	201014
zat	Margriet	periode	-12.7987	12.7987	4.75494	7124.89
Margriet	periode	drukke	-15.8044	15.8044	6.94614	57226.4
periode	drukke	dan	-8.22194	8.22194	7.04778	298.572
drukke	dan	vakantie	-16.2898	16.2898	8.36871	80116
dan	vakantie	op	-6.68674	6.68674	1.58496	103.017
vakantie	op	was	-8.47549	8.47549	4.21541	355.94
op	was	die	-7.08274	7.08274	4.41124	135.556
was	die	de	-4.78921	4.78921	7.40735	27.65
_	_	schreeuw	-18.1719	18.1719	8.87044	295316
_	schreeuw	wilde	-12.2615	12.2615	4.02352	4909.82
schreeuw	wilde	de	-4.68806	4.68806	8.32983	25.7778
wilde	de	van	-5.27407	5.27407	7.09911	38.6949
de	van	de	-3.01381	3.01381	6.67422	8.07692
van	de	uitbracht	-18.5269	18.5269	13.0134	377694
de	uitbracht	die	-7.08274	7.08274	2.47665	135.556
uitbracht	die	schrok	-18.014	18.014	9.98323	264694
die	schrok	barbaar	-21.0093	21.0093	1	2.11E+06
schrok	barbaar	zij	-10.1647	10.1647	4.37086	1147.82
_	_	ingedeeld	-16.6291	16.6291	8.87044	101359
_	ingedeeld	weg	-10.9002	10.9002	3.71717	1911.05
ingedeeld	weg	mijn	-13.1965	13.1965	6.41037	9387.25
weg	mijn	was	-8.47549	8.47549	2	355.94
mijn	was	vroege	-15.4155	15.4155	0.753899	43703.9
was	vroege	aardige	-15.6527	15.6527	7.71575	51516.1
vroege	aardige	die	-7.08274	7.08274	8.23894	135.556
aardige	die	in	-4.65545	4.65545	9.98323	25.2018
die	in	collega	-14.6916	14.6916	6.67297	26460.9
in	collega	dienst	-13.1447	13.1447	7.88357	9056.27
collega	dienst	de	-7.90744	7.90744	6.8758	240.091
dienst	de	ging	-11.598	11.598	5.04439	3099.86
_	_	groot	-19.4778	19.4778	8.87044	730135
_	groot	huilen	-15.3595	15.3595	2.32193	42039.8
groot	huilen	protest	-15.4885	15.4885	4.1498	45971.7
huilen	protest	moest	-11.8328	11.8328	4.79014	3647.73
protest	moest	hap	-17.5771	17.5771	7.79598	195536
moest	hap	een	-7.51964	7.51964	5.4984	183.5
hap	een	groente	-16.9069	16.9069	1	122880
een	groente	meisje	-13.2712	13.2712	2.83718	9885.92
groente	meisje	zonder	-10.2406	10.2406	6.42383	1209.83
meisje	zonder	dat	-6.51534	6.51534	2.58496	91.4769
zonder	dat	nam	-13.5619	13.5619	5.20427	12093.3
dat	nam	het	-5.47942	5.47942	3.18872	44.6138
